species,date,latitude,longitude
Pronghorn,12/03/2022,35.46178564,-120.0882025
Pronghorn,27/03/2022,41.82389167,-121.516145
Pronghorn,26/03/2022,35.05236638,-119.6063114
Pronghorn,25/03/2022,35.03404179,-119.5547733
Pronghorn,25/03/2022,35.16233056,-119.8233306
Pronghorn,29/03/2022,35.15551312,-119.8310839
Pronghorn,11/02/2017,34.84675997,-118.7170902
Pronghorn,31/03/2022,39.75583167,-120.3151983
Pronghorn,31/03/2022,35.34549333,-120.0053017
Pronghorn,27/03/2022,41.82376167,-121.5162117
Pronghorn,23/04/2017,35.7643857,-120.3126309
Pronghorn,11/04/2022,35.40298959,-120.0861445
Pronghorn,16/04/2016,35.35840416,-120.0416968
Pronghorn,02/03/2022,35.76675034,-120.3043864
Pronghorn,25/04/2022,35.39570623,-120.0947649
Pronghorn,04/05/2022,40.71089738,-120.8877936
Pronghorn,11/05/2022,35.73822508,-120.2867508
Pronghorn,22/05/2022,35.35045179,-120.0244669
Pronghorn,24/05/2022,35.16509717,-119.82772
Pronghorn,25/05/2022,35.34972931,-120.0407024
Pronghorn,25/05/2022,35.1648765,-119.8249446
Pronghorn,28/05/2022,41.79221238,-122.4512543
Pronghorn,17/05/2022,41.9315173,-121.9403243
Pronghorn,27/05/2022,39.76285333,-120.34704
Pronghorn,30/05/2022,39.751725,-120.3039433
Pronghorn,08/04/2022,41.87394985,-121.6105206
Pronghorn,24/05/2022,40.59789167,-121.1038444
Pronghorn,13/06/2022,41.8019605,-122.4464984
Pronghorn,17/06/2022,37.92078713,-118.5925562
Pronghorn,13/06/2022,39.751645,-120.3022867
Pronghorn,13/06/2022,39.72756833,-120.24961
Pronghorn,13/06/2022,39.72759333,-120.2495867
Pronghorn,30/06/2022,35.35042203,-120.0054982
Pronghorn,30/06/2022,35.35176913,-120.0083508
Pronghorn,30/06/2022,35.15460743,-119.8066385
Pronghorn,27/06/2022,41.78088546,-120.4642357
Pronghorn,27/06/2022,41.78517778,-120.4660806
Pronghorn,29/06/2022,41.80565115,-122.3992603
Pronghorn,29/06/2022,35.32993095,-119.8897293
Pronghorn,29/06/2022,35.26416259,-119.9788037
Pronghorn,01/07/2022,41.90551787,-120.3303758
Pronghorn,07/07/2022,41.73454116,-120.8539345
Pronghorn,23/06/2022,40.51690333,-120.0520862
Pronghorn,21/07/2022,38.03720833,-118.901755
Pronghorn,26/07/2022,35.351505,-120.0033195
Pronghorn,27/07/2022,35.35144167,-120.0409555
Pronghorn,03/08/2022,37.92451389,-118.6358976
Pronghorn,08/08/2022,40.78855278,-120.1653944
Pronghorn,11/08/2022,41.90243694,-122.0053338
Pronghorn,19/08/2022,35.34880864,-120.0087995
Pronghorn,05/09/2022,41.89146465,-120.0943918
Pronghorn,05/09/2022,41.8911845,-120.0986465
Pronghorn,14/09/2022,35.18111551,-119.8714199
Pronghorn,14/09/2022,38.15021336,-119.1284267
Pronghorn,04/09/2022,40.98713333,-120.4960333
Pronghorn,29/09/2022,41.1212775,-121.1441396
Pronghorn,23/07/2022,35.12266947,-119.6934892
Pronghorn,22/10/2022,35.16697222,-119.8449444
Pronghorn,05/11/2022,35.14661667,-119.7919083
Pronghorn,06/04/2022,34.93297638,-118.5721533
Pronghorn,19/10/2021,34.84437812,-118.6870183
Pronghorn,19/10/2021,34.84426117,-118.6869888
Pronghorn,23/11/2022,39.79225843,-120.0697779
Pronghorn,25/11/2022,39.72368216,-120.2459593
Pronghorn,09/11/2022,35.17247919,-119.8361174
Pronghorn,01/10/2022,41.94323404,-121.9317181
Pronghorn,04/02/2023,35.15454128,-119.8017158
Pronghorn,16/03/2023,35.48799333,-120.0608017
Pronghorn,17/03/2023,34.86952345,-118.5811939
Pronghorn,16/03/2023,35.29468167,-119.6792183
Pronghorn,31/03/2023,35.16569504,-119.8346895
Pronghorn,07/04/2023,37.2145,-118.2446133
Pronghorn,30/03/2008,35.16994796,-119.8191103
Pronghorn,30/03/2008,35.1736129,-119.8009342
Pronghorn,08/04/2023,35.07720833,-119.560425
Pronghorn,18/04/2009,41.60908447,-120.709512
Pronghorn,13/04/2023,35.27037962,-119.8271948
Pronghorn,16/04/2023,34.81789858,-118.7234249
Pronghorn,05/04/2023,35.4651206,-119.8467635
Pronghorn,19/02/2020,35.22156149,-119.8630488
Pronghorn,23/04/2023,35.4622446,-120.0875162
Pronghorn,29/04/2023,35.35726167,-120.0405972
Pronghorn,19/04/2023,35.10535982,-119.6581644
Pronghorn,20/04/2023,35.15117491,-119.6106612
Pronghorn,14/05/2023,41.92576412,-121.9455582
Pronghorn,12/05/2023,35.0755063,-119.6610968
Pronghorn,17/05/2023,39.73469722,-120.0312167
Pronghorn,11/05/2023,40.73187345,-121.0760291
Pronghorn,11/05/2023,40.73193849,-121.0761149
Pronghorn,19/05/2023,39.550755,-120.0500417
Pronghorn,18/05/2023,40.73193099,-121.076308
Pronghorn,23/05/2023,40.56316437,-120.6397585
Pronghorn,25/05/2023,35.06693617,-119.636605
Pronghorn,23/05/2023,40.73246549,-121.0760632
Pronghorn,23/05/2023,35.09736239,-119.7300561
Pronghorn,30/05/2023,41.97067947,-121.6457339
Pronghorn,27/05/2023,35.36671563,-120.0325073
Pronghorn,31/05/2023,35.35156751,-120.0195752
Pronghorn,31/05/2023,35.34624761,-120.0052845
Pronghorn,28/04/2023,35.35690187,-120.0517531
Pronghorn,04/06/2023,41.86548667,-121.91368
Pronghorn,08/06/2023,35.4095,-120.0942695
Pronghorn,11/06/2023,39.76020647,-120.3461514
Pronghorn,09/06/2023,40.75281305,-121.0880971
Pronghorn,05/06/2023,41.97032167,-121.7081833
Pronghorn,13/06/2023,41.4565165,-120.629366
Pronghorn,19/06/2023,40.48151735,-120.1836447
Pronghorn,21/06/2023,37.46288611,-117.938075
Pronghorn,23/04/2023,35.46290374,-120.0882191
Pronghorn,25/06/2023,35.35761322,-120.0406462
Pronghorn,25/06/2023,35.35151569,-120.0165006
Pronghorn,25/06/2023,35.14617391,-119.7791368
Pronghorn,30/06/2023,37.995125,-118.9057917
Pronghorn,29/06/2023,40.89968378,-120.5568116
Pronghorn,02/07/2023,37.98026574,-118.9309501
Pronghorn,01/07/2023,40.65907479,-120.9712142
Pronghorn,05/07/2023,40.75426,-121.0897397
Pronghorn,29/06/2023,41.9717075,-121.7260158
Pronghorn,17/07/2023,40.73162473,-121.0762866
Pronghorn,19/07/2023,35.17006833,-119.8223376
Pronghorn,04/06/2022,37.48171749,-117.9048393
Pronghorn,02/07/2023,40.35239006,-120.2485135
Pronghorn,29/06/2023,40.23261528,-120.3322325
Pronghorn,02/08/2023,40.80080033,-121.0767798
Pronghorn,13/08/2023,35.26588667,-119.9368533
Pronghorn,25/08/2023,35.14449454,-119.7695991
Pronghorn,02/08/2023,40.7270377,-121.0797612
Pronghorn,11/09/2023,41.94480887,-121.9328482
Pronghorn,16/09/2023,40.71771561,-121.082166
Pronghorn,02/10/2023,35.1585,-119.8172083
Pronghorn,04/10/2023,35.14618312,-119.7814872
Pronghorn,02/10/2023,35.15716424,-119.8133223
Pronghorn,05/10/2023,35.14301383,-119.7738033
Pronghorn,05/10/2023,35.1496,-119.773689
Pronghorn,05/06/2023,41.78123139,-122.0231892
Pronghorn,25/10/2023,35.14623732,-119.7898789
Pronghorn,08/10/2023,40.73306357,-121.0767157
Pronghorn,08/11/2023,41.79544311,-122.435503
Pronghorn,19/11/2023,40.73168291,-121.0764673
Pronghorn,25/06/2020,39.76280333,-120.3387917
Pronghorn,29/11/2023,41.93479722,-121.6354556
Pronghorn,29/11/2023,41.93480278,-121.6354556
Pronghorn,09/04/2013,35.1898639,-119.8632972
Pronghorn,16/12/2023,37.03550833,-117.4611967
Pronghorn,20/12/2023,35.15164454,-119.7737501
Pronghorn,14/12/2023,37.19031823,-117.5632324
Pronghorn,19/01/2024,35.13618883,-119.7738883
Pronghorn,15/02/2024,35.16156667,-119.8353417
Pronghorn,15/02/2024,35.16270833,-119.8373556
Pronghorn,29/05/2023,40.6219187,-121.1079893
Pronghorn,31/05/2023,40.695849,-121.202903
Pronghorn,09/06/2023,40.7328969,-121.0777894
Pronghorn,26/07/2023,39.826713,-120.373719
Pronghorn,29/05/2023,40.6219187,-121.1079893
Pronghorn,23/03/2024,35.35067833,-120.037125
Pronghorn,27/03/2024,35.12330899,-119.7399246
Pronghorn,29/03/2024,35.114175,-119.6149833
Pronghorn,31/03/2024,41.79207557,-122.4533971
Pronghorn,01/04/2023,40.43679298,-120.3881281
Pronghorn,01/04/2023,40.46378863,-120.3013877
